Gen;	BestValidIndiv;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	Len Train Valid;	
180000;	59 0.0705534 0.0646119;	55 0.0696404 0.0819019;	54 0.0698706 0.0796923;	58 0.0702247 0.0797886;	51 0.0703709 0.0720861;	54 0.0705534 0.0646119;	56 0.0706781 0.0753519;	
182500;	59 0.0705534 0.0646119;	52 0.0696404 0.0819019;	52 0.0698706 0.0796923;	54 0.0700331 0.0771151;	53 0.0700335 0.0759442;	55 0.0700977 0.0784101;	53 0.0700982 0.0783739;	
185000;	52 0.0696787 0.0612779;	52 0.0696404 0.0819019;	52 0.0696787 0.0612779;	52 0.069745 0.061593;	52 0.0698706 0.0796923;	53 0.0700331 0.0783739;	52 0.0700335 0.0759442;	
187500;	52 0.0696787 0.0612779;	51 0.0696404 0.0819019;	52 0.0696787 0.0612779;	52 0.069745 0.061593;	51 0.0698706 0.0783739;	53 0.0700331 0.0783739;	52 0.0700335 0.0759442;	
190000;	52 0.0696787 0.0612779;	51 0.0696404 0.0819019;	53 0.0696787 0.079568;	51 0.0696787 0.0612779;	51 0.0696789 0.0783739;	52 0.0696947 0.0783739;	51 0.0696948 0.0783739;	
192500;	52 0.0696787 0.0612779;	51 0.0696404 0.0819019;	55 0.0696597 0.0738837;	53 0.0696677 0.07798;	53 0.0696677 0.0779165;	51 0.0696759 0.0799185;	52 0.0696787 0.079568;	
195000;	52 0.0696787 0.0612779;	51 0.0696404 0.0819019;	52 0.0696597 0.0738837;	51 0.0696608 0.0797209;	53 0.0696608 0.0797054;	53 0.0696621 0.0784212;	51 0.0696677 0.07798;	
197500;	52 0.0696787 0.0612779;	51 0.0696404 0.0819019;	52 0.0696597 0.0738837;	51 0.0696608 0.0797209;	52 0.0696608 0.079736;	51 0.0696608 0.0797054;	52 0.0696621 0.0788016;	
200000;	53 0.0691735 0.0610141;	52 0.0691735 0.0610141;	52 0.069237 0.0788659;	51 0.0692455 0.0819019;	50 0.0692532 0.0819019;	51 0.0692624 0.0788659;	51 0.0692874 0.0819019;	
202500;	53 0.0691735 0.0610141;	51 0.0691735 0.0610141;	51 0.069237 0.0819019;	51 0.0692455 0.0819019;	50 0.0692532 0.0819019;	50 0.0692624 0.0819019;	51 0.0692874 0.0819019;	
205000;	53 0.0691735 0.0610141;	51 0.0691735 0.0610141;	51 0.069237 0.0819019;	51 0.0692455 0.0819019;	50 0.0692532 0.0819019;	50 0.0692624 0.0819019;	51 0.0692874 0.0819019;	
207500;	53 0.0691735 0.0610141;	51 0.0691735 0.0610141;	51 0.069237 0.0819019;	51 0.0692455 0.0819019;	49 0.0692532 0.0819019;	50 0.0692624 0.0819019;	50 0.0692874 0.0819019;	
210000;	53 0.0691735 0.0610141;	50 0.0691735 0.0610141;	50 0.069237 0.0819019;	50 0.0692455 0.0819019;	49 0.0692532 0.0819019;	49 0.0692624 0.0819019;	50 0.0692874 0.0819019;	
212500;	53 0.0691735 0.0610141;	50 0.0691735 0.0610141;	50 0.069237 0.0819019;	50 0.0692455 0.0819019;	49 0.0692532 0.0819019;	49 0.0692624 0.0819019;	50 0.0692874 0.0819019;	
215000;	53 0.0691735 0.0610141;	50 0.0691735 0.0610141;	50 0.069237 0.0819019;	50 0.0692455 0.0819019;	49 0.0692532 0.0819019;	49 0.0692624 0.0819019;	50 0.0692874 0.0819019;	
217500;	53 0.0691735 0.0610141;	50 0.0691735 0.0610141;	50 0.069237 0.0819019;	49 0.0692455 0.0819019;	48 0.0692532 0.0819019;	48 0.0692624 0.0819019;	50 0.0692874 0.0819019;	
220000;	53 0.0691735 0.0610141;	53 0.0691735 0.0610141;	94 0.208158 0.0819019;	81 0.213107 0.0819019;	100 0.308611 0.0819019;	76 0.354127 0.0819019;	114 0.354139 0.0819019;	
222500;	53 0.0691735 0.0610141;	53 0.0691735 0.0610141;	63 0.0922468 0.0819019;	59 0.146781 0.0819019;	55 0.176539 0.0819019;	57 0.185141 0.0819019;	69 0.187309 0.0819019;	
225000;	53 0.0691735 0.0610141;	53 0.0691735 0.0610141;	57 0.0745265 0.0819019;	57 0.0779516 0.0819019;	57 0.0780094 0.0819019;	62 0.0780186 0.0819019;	59 0.0781418 0.0819019;	
227500;	53 0.0691735 0.0610141;	53 0.0691735 0.0610141;	53 0.0692624 0.0819019;	55 0.0699503 0.0819019;	53 0.0699709 0.0819019;	54 0.0703668 0.0819019;	59 0.0705384 0.0819019;	
230000;	53 0.0691735 0.0610141;	53 0.0691735 0.0610141;	53 0.0692624 0.0819019;	54 0.0696787 0.0819019;	56 0.0697209 0.0819019;	53 0.0697331 0.0819019;	55 0.0697358 0.0819019;	
232500;	59 0.067744 0.0624365;	59 0.067744 0.0624365;	56 0.0685041 0.0626787;	56 0.0689088 0.0819019;	54 0.0690109 0.062511;	53 0.0691691 0.0819019;	52 0.0691735 0.0819019;	
235000;	59 0.067744 0.0624365;	53 0.067744 0.0624365;	54 0.067748 0.0819019;	53 0.0679888 0.0819019;	54 0.0679902 0.0819019;	54 0.0681363 0.0819019;	54 0.068141 0.0819019;	
237500;	59 0.067744 0.0624365;	53 0.067744 0.0624365;	54 0.067748 0.0819019;	52 0.0679888 0.0819019;	53 0.0679902 0.0819019;	53 0.0681363 0.0819019;	52 0.068141 0.0819019;	
240000;	59 0.067744 0.0624365;	51 0.067744 0.0624365;	52 0.067748 0.0819019;	51 0.0679888 0.0819019;	52 0.0679902 0.0819019;	52 0.0681363 0.0819019;	51 0.068141 0.0819019;	
242500;	59 0.067744 0.0624365;	50 0.067744 0.0624365;	52 0.067748 0.0819019;	51 0.0679271 0.0819019;	52 0.067929 0.0819019;	50 0.0679888 0.0819019;	51 0.0679902 0.0819019;	
245000;	59 0.067744 0.0624365;	50 0.067744 0.0624365;	51 0.067748 0.0819019;	51 0.0679271 0.0819019;	52 0.067929 0.0819019;	50 0.0679888 0.0819019;	51 0.0679902 0.0819019;	
247500;	59 0.067744 0.0624365;	50 0.067744 0.0624365;	51 0.067748 0.0819019;	51 0.0679271 0.0819019;	52 0.067929 0.0819019;	50 0.0679888 0.0819019;	51 0.0679902 0.0819019;	
250000;	59 0.067744 0.0624365;	50 0.067744 0.0624365;	51 0.067748 0.0819019;	50 0.0678482 0.0819019;	51 0.067851 0.0819019;	50 0.0679271 0.0819019;	51 0.067929 0.0819019;	
Best: Len=59; Trn=0.067744; Val=0.0624365; Tst=0.056639;

2500;	49 0.168411 0.160637;	36 0.160595 0.192557;	49 0.168411 0.160637;	47 0.171176 0.19399;	47 0.171778 0.21271;	47 0.172349 0.180099;	41 0.172483 0.17917;	
5000;	49 0.163055 0.1569;	59 0.150533 0.184489;	50 0.154375 0.186734;	60 0.154956 0.199632;	58 0.155159 0.196751;	56 0.155714 0.198606;	52 0.155868 0.197698;	
7500;	49 0.163055 0.1569;	60 0.150523 0.191482;	59 0.150533 0.184489;	53 0.150612 0.192255;	56 0.150613 0.189939;	57 0.150623 0.192462;	59 0.150624 0.185739;	
10000;	49 0.163055 0.1569;	61 0.148043 0.18933;	61 0.148419 0.191363;	60 0.148566 0.188632;	53 0.149693 0.201882;	50 0.150028 0.194287;	58 0.15003 0.188379;	
12500;	49 0.163055 0.1569;	63 0.14712 0.189695;	64 0.147126 0.182755;	63 0.147158 0.192648;	61 0.147437 0.181457;	63 0.147448 0.187413;	61 0.14752 0.181792;	
15000;	49 0.163055 0.1569;	55 0.144629 0.194276;	64 0.144636 0.194889;	59 0.144651 0.191786;	60 0.144687 0.186761;	57 0.144744 0.192281;	60 0.144923 0.184468;	
17500;	49 0.163055 0.1569;	49 0.143575 0.194391;	50 0.143583 0.194079;	58 0.143586 0.192584;	57 0.143595 0.187974;	56 0.143605 0.189592;	55 0.143608 0.190861;	
20000;	49 0.163055 0.1569;	53 0.143475 0.179434;	51 0.14349 0.179395;	57 0.143494 0.176509;	55 0.143508 0.175813;	57 0.143536 0.178575;	52 0.143537 0.177679;	
22500;	49 0.163055 0.1569;	56 0.143466 0.176674;	58 0.143466 0.176189;	57 0.143467 0.180646;	55 0.143467 0.173425;	52 0.143468 0.17665;	52 0.143468 0.178047;	
25000;	49 0.163055 0.1569;	49 0.163055 0.1569;	60 0.175661 1.#INF;	55 0.176862 1.#INF;	65 0.183806 1.#INF;	59 0.185766 1.#INF;	53 0.197163 1.#INF;	
27500;	63 0.158306 0.157062;	69 0.151225 0.165727;	66 0.152097 0.18165;	61 0.153104 0.199963;	57 0.153104 0.199963;	65 0.153733 0.165564;	73 0.153766 0.165575;	
30000;	71 0.152811 0.153284;	67 0.142248 0.167394;	66 0.144976 0.176903;	64 0.14513 0.175774;	66 0.145226 0.176234;	71 0.145233 0.172595;	72 0.145332 0.167676;	
32500;	71 0.151372 0.151684;	66 0.141244 0.158564;	68 0.141621 0.156955;	70 0.142036 0.16757;	60 0.142248 0.167394;	69 0.142478 0.168535;	61 0.142587 0.175091;	
35000;	71 0.14493 0.151292;	68 0.135953 0.156378;	68 0.136072 0.156417;	68 0.136266 0.157398;	68 0.136703 0.154875;	65 0.136751 0.157623;	67 0.136788 0.156864;	
37500;	63 0.144845 0.148922;	61 0.134294 0.166577;	62 0.134455 0.159444;	63 0.134523 0.156897;	61 0.134648 0.15501;	62 0.134715 0.156709;	63 0.134857 0.155697;	
40000;	64 0.144695 0.146916;	54 0.134294 0.166577;	60 0.134455 0.159444;	58 0.134523 0.156897;	56 0.134648 0.15501;	58 0.134715 0.156709;	59 0.134857 0.155697;	
42500;	64 0.144695 0.146916;	55 0.134127 0.154775;	57 0.134146 0.154692;	52 0.134294 0.166577;	56 0.134296 0.163005;	56 0.134455 0.159444;	54 0.134485 0.154937;	
45000;	55 0.144658 0.145035;	55 0.13342 0.157979;	58 0.133652 0.156202;	57 0.133768 0.157335;	56 0.133895 0.156695;	55 0.133957 0.157808;	56 0.133998 0.155749;	
47500;	55 0.144658 0.145035;	55 0.133272 0.157045;	53 0.13342 0.157979;	56 0.133543 0.156113;	54 0.133627 0.157431;	55 0.133652 0.156202;	56 0.13368 0.15607;	
50000;	55 0.144658 0.145035;	54 0.133272 0.157045;	52 0.13342 0.157979;	55 0.133543 0.156113;	53 0.133627 0.157431;	54 0.133652 0.156202;	55 0.13368 0.15607;	
52500;	55 0.144658 0.145035;	52 0.133272 0.157045;	51 0.13342 0.157979;	54 0.133543 0.156113;	53 0.133627 0.157431;	54 0.133652 0.156202;	53 0.13368 0.15607;	
55000;	55 0.144658 0.145035;	50 0.133272 0.157045;	51 0.13342 0.157979;	51 0.133543 0.156113;	51 0.133627 0.157431;	52 0.133652 0.156202;	51 0.13368 0.15607;	
57500;	55 0.144658 0.145035;	50 0.133272 0.157045;	50 0.13342 0.157979;	51 0.133543 0.156113;	50 0.133627 0.157431;	52 0.133652 0.156202;	51 0.13368 0.15607;	
60000;	55 0.144658 0.145035;	49 0.133272 0.157045;	50 0.13342 0.157979;	50 0.133543 0.156113;	47 0.133627 0.157431;	47 0.133652 0.156202;	50 0.13368 0.15607;	
62500;	55 0.144658 0.145035;	47 0.133272 0.157045;	49 0.13342 0.157979;	49 0.133543 0.156113;	46 0.133627 0.157431;	47 0.133652 0.156202;	49 0.13368 0.15607;	
65000;	55 0.144658 0.145035;	55 0.144658 0.145035;	62 0.151512 1.#INF;	61 0.154652 1.#INF;	63 0.16036 1.#INF;	62 0.172837 1.#INF;	60 0.174025 1.#INF;	
67500;	57 0.142743 0.143501;	57 0.142743 0.143501;	55 0.144658 0.145035;	58 0.145186 1.#INF;	70 0.145938 1.#INF;	73 0.146229 1.#INF;	70 0.146777 1.#INF;	
70000;	58 0.132037 0.140407;	58 0.132037 0.140407;	55 0.133314 0.145035;	57 0.141901 0.165472;	65 0.141992 1.#INF;	55 0.142743 0.143501;	75 0.143682 1.#INF;	
72500;	64 0.124028 0.127759;	66 0.122482 0.135623;	65 0.122815 0.132475;	64 0.124028 0.127759;	66 0.124883 1.#INF;	65 0.126498 0.145035;	76 0.127142 0.143646;	
75000;	75 0.117163 0.122448;	75 0.117163 0.122448;	72 0.117284 0.122528;	71 0.118028 0.13645;	82 0.118467 0.134369;	74 0.11851 0.125468;	72 0.118778 0.135156;	
77500;	75 0.111921 0.112381;	72 0.108515 0.122052;	76 0.111745 0.119403;	75 0.111921 0.112381;	78 0.112247 0.122448;	75 0.112382 0.117282;	76 0.113548 0.125634;	
80000;	75 0.111529 0.111342;	71 0.106486 0.116117;	74 0.106752 0.115499;	79 0.107069 0.1169;	69 0.107268 0.121999;	68 0.107353 0.117486;	71 0.107398 0.120228;	
82500;	79 0.104595 0.103085;	76 0.101085 0.111316;	74 0.101432 0.118633;	74 0.102426 0.117251;	69 0.102972 0.118198;	73 0.103022 0.118254;	77 0.103157 0.119698;	
85000;	79 0.104595 0.103085;	74 0.0988539 0.113659;	72 0.0991369 0.114125;	74 0.0994494 0.117182;	75 0.0996022 0.116183;	77 0.0997407 0.116265;	79 0.099746 0.115236;	
87500;	79 0.104595 0.103085;	75 0.0971879 0.124923;	79 0.0975238 0.110934;	78 0.0977225 0.110947;	73 0.0979515 0.115184;	76 0.0980788 0.111335;	75 0.0985288 0.110718;	
90000;	79 0.104595 0.103085;	70 0.097066 0.111379;	68 0.0971879 0.124923;	79 0.0972266 0.111203;	82 0.0973718 0.110886;	78 0.097406 0.110861;	80 0.0974479 0.110707;	
92500;	80 0.104187 0.102285;	81 0.0968333 0.111615;	73 0.0970037 0.111236;	78 0.0970113 0.111339;	68 0.097066 0.111379;	71 0.0970738 0.111858;	78 0.097096 0.111313;	
95000;	80 0.104187 0.102285;	79 0.0963022 0.11157;	77 0.0964028 0.111321;	79 0.0964327 0.11051;	80 0.0964613 0.110827;	79 0.0964809 0.111012;	78 0.0965076 0.111651;	
97500;	80 0.104187 0.102285;	69 0.0963022 0.11157;	77 0.0963767 0.111384;	77 0.0963827 0.110256;	72 0.0964028 0.111321;	72 0.0964327 0.11051;	77 0.0964469 0.110508;	
100000;	80 0.104187 0.102285;	70 0.0956456 0.110859;	68 0.0956993 0.110895;	74 0.0960123 0.110884;	70 0.0960555 0.111224;	68 0.0961321 0.112181;	68 0.0961709 0.112215;	
102500;	80 0.104187 0.102285;	69 0.0956456 0.110859;	68 0.0956993 0.110895;	75 0.0958227 0.111026;	73 0.0958772 0.11106;	73 0.095941 0.110987;	70 0.09596 0.110848;	
105000;	80 0.104187 0.102285;	69 0.0956456 0.110859;	68 0.0956993 0.110895;	69 0.0958121 0.110924;	70 0.0958227 0.111026;	73 0.0958348 0.111362;	69 0.0958622 0.110964;	
107500;	80 0.104187 0.102285;	69 0.0956456 0.110859;	68 0.0956993 0.110895;	68 0.0958121 0.110924;	70 0.0958227 0.111026;	71 0.0958348 0.111362;	67 0.0958622 0.110964;	
110000;	80 0.104187 0.102285;	68 0.0956456 0.110859;	67 0.0956993 0.110895;	68 0.0958121 0.110924;	70 0.095822 0.112022;	70 0.0958227 0.111026;	70 0.0958348 0.111362;	
112500;	80 0.104187 0.102285;	80 0.104187 0.102285;	86 0.207182 1.#INF;	83 0.209115 1.#INF;	93 0.211146 1.#INF;	100 0.213157 1.#INF;	92 0.214575 1.#INF;	
115000;	80 0.104187 0.102285;	80 0.104187 0.102285;	81 0.104468 1.#INF;	82 0.105436 1.#INF;	82 0.105542 1.#INF;	85 0.106446 1.#INF;	89 0.108929 1.#INF;	
117500;	80 0.10129 0.102845;	81 0.0976147 0.105014;	83 0.0977243 0.113671;	82 0.0977739 0.10518;	82 0.0985563 0.111277;	80 0.098968 0.105257;	81 0.0992839 0.104972;	
120000;	83 0.0985006 0.102437;	85 0.0973687 0.105547;	84 0.0974031 0.105418;	81 0.0974924 0.105214;	82 0.0975022 0.105172;	82 0.0975463 0.106536;	82 0.0975538 0.105684;	
122500;	86 0.0984036 0.101752;	80 0.0943978 0.103939;	87 0.094566 0.104667;	84 0.0946338 0.10438;	84 0.0947144 0.104007;	87 0.0949117 0.104831;	86 0.0949469 0.104755;	
125000;	84 0.0979572 0.101667;	79 0.0943719 0.103914;	77 0.0943978 0.103939;	77 0.094566 0.104667;	81 0.0946055 0.104954;	79 0.0946169 0.104353;	78 0.0946338 0.10438;	
127500;	78 0.0971801 0.101371;	77 0.0943414 0.103884;	75 0.0943719 0.103914;	77 0.094385 0.103917;	77 0.0943851 0.103917;	75 0.0943978 0.103939;	77 0.0944109 0.103933;	
130000;	80 0.0964189 0.101308;	74 0.0943414 0.103884;	75 0.0943545 0.103901;	73 0.0943719 0.103914;	74 0.094385 0.103917;	75 0.0943851 0.103917;	72 0.0943978 0.103939;	
132500;	80 0.0964189 0.101308;	70 0.0942564 0.104439;	71 0.0942703 0.104472;	69 0.0943414 0.103884;	69 0.0943422 0.104353;	70 0.0943545 0.103901;	69 0.0943556 0.104356;	
135000;	80 0.0964189 0.101308;	67 0.0942564 0.104439;	69 0.0942703 0.104472;	68 0.0943414 0.103884;	67 0.0943422 0.104353;	69 0.0943545 0.103901;	68 0.0943556 0.104356;	
137500;	80 0.0964189 0.101308;	66 0.0942564 0.104439;	68 0.0942703 0.104472;	66 0.0943414 0.103884;	66 0.0943422 0.104353;	68 0.0943545 0.103901;	67 0.0943556 0.104356;	
140000;	80 0.0964189 0.101308;	63 0.0942564 0.104439;	66 0.0942703 0.104472;	63 0.0943414 0.103884;	63 0.0943422 0.104353;	65 0.0943545 0.103901;	64 0.0943556 0.104356;	
142500;	80 0.0964189 0.101308;	62 0.0942564 0.104439;	63 0.0942703 0.104472;	62 0.0943414 0.103884;	61 0.0943422 0.104353;	63 0.0943545 0.103901;	62 0.0943556 0.104356;	
145000;	80 0.0964189 0.101308;	61 0.0942564 0.104439;	62 0.0942703 0.104472;	63 0.0942756 0.104311;	61 0.0943414 0.103884;	60 0.0943422 0.104353;	62 0.0943545 0.103901;	
147500;	80 0.0964189 0.101308;	61 0.0942564 0.104439;	61 0.0942703 0.104472;	62 0.0942756 0.104311;	63 0.0942887 0.104327;	61 0.094324 0.104345;	62 0.0943331 0.104578;	
150000;	80 0.0964189 0.101308;	80 0.0964189 0.101308;	96 0.214575 1.#INF;	115 0.311279 1.#INF;	95 0.332934 1.#INF;	118 0.346543 1.#INF;	111 0.348837 1.#INF;	
152500;	80 0.0964189 0.101308;	80 0.0964189 0.101308;	82 0.105798 1.#INF;	82 0.105973 1.#INF;	83 0.114488 1.#INF;	80 0.115097 1.#INF;	82 0.11554 1.#INF;	
155000;	80 0.0964189 0.101308;	80 0.0964189 0.101308;	82 0.0974386 1.#INF;	82 0.0983308 1.#INF;	82 0.0990955 1.#INF;	83 0.0995339 1.#INF;	85 0.0998382 1.#INF;	
157500;	80 0.0964189 0.101308;	78 0.0945505 0.104321;	80 0.0949666 0.104693;	82 0.0951038 0.104202;	83 0.0951546 0.104193;	80 0.0952537 0.103923;	83 0.0955015 0.104178;	
160000;	80 0.0964189 0.101308;	81 0.0937563 0.103254;	77 0.0943414 0.103884;	78 0.0943719 0.103914;	79 0.0943976 0.103939;	79 0.0943978 0.103939;	77 0.0945505 0.104321;	
162500;	83 0.0946146 0.100336;	76 0.0937231 0.103243;	76 0.0937244 0.103244;	76 0.0937563 0.103254;	79 0.0937712 0.103259;	76 0.0943414 0.103884;	82 0.0943545 0.103901;	
165000;	83 0.0946146 0.100336;	72 0.0937231 0.103243;	72 0.0937244 0.103244;	73 0.0937563 0.103254;	76 0.0937708 0.103319;	73 0.0937712 0.103259;	77 0.0937721 0.10332;	
167500;	83 0.0946146 0.100336;	73 0.0937231 0.103243;	69 0.0937231 0.103243;	75 0.0937232 0.103243;	70 0.0937244 0.103244;	71 0.0937563 0.103254;	70 0.0937708 0.103319;	
170000;	83 0.0946146 0.100336;	68 0.0937231 0.103243;	68 0.0937231 0.103243;	69 0.0937232 0.103243;	70 0.0937232 0.103243;	72 0.0937241 0.103243;	72 0.0937242 0.103244;	
172500;	83 0.0946146 0.100336;	69 0.0931281 0.102938;	70 0.0931747 0.102922;	72 0.0931984 0.102983;	69 0.0932144 0.103276;	70 0.0933069 0.102918;	72 0.0933415 0.10318;	
175000;	83 0.0946146 0.100336;	66 0.0930692 0.10288;	66 0.0931165 0.102861;	66 0.0931281 0.102938;	66 0.0931747 0.102922;	68 0.0931984 0.102983;	66 0.0932144 0.103276;	
177500;	83 0.0946146 0.100336;	66 0.0930692 0.10288;	66 0.0931165 0.102861;	66 0.0931281 0.102938;	66 0.0931301 0.102946;	66 0.0931581 0.102963;	66 0.0931747 0.102922;	
180000;	83 0.0946146 0.100336;	66 0.0930692 0.10288;	66 0.0931165 0.102861;	65 0.0931281 0.102938;	66 0.0931301 0.102946;	66 0.0931581 0.102963;	65 0.093171 0.103267;	
182500;	83 0.0946146 0.100336;	83 0.0946146 0.100336;	114 0.316391 1.#INF;	116 0.349655 1.#INF;	121 0.351831 1.#INF;	118 0.352477 1.#INF;	111 0.352501 1.#INF;	
185000;	83 0.0946146 0.100336;	83 0.0946146 0.100336;	86 0.117337 1.#INF;	84 0.130309 1.#INF;	90 0.134823 1.#INF;	85 0.137018 1.#INF;	84 0.137838 1.#INF;	
187500;	83 0.0946146 0.100336;	85 0.0938041 0.10333;	82 0.0941585 0.103355;	83 0.0945113 0.103336;	83 0.0946146 0.100336;	84 0.0954158 1.#INF;	82 0.0972132 1.#INF;	
190000;	83 0.0946146 0.100336;	86 0.0930541 0.102346;	83 0.0933828 0.101237;	83 0.0933853 0.101232;	83 0.0936851 0.101872;	83 0.0937231 0.103243;	84 0.0937232 0.103243;	
192500;	87 0.0945018 0.100261;	86 0.0929743 0.101541;	85 0.0929894 0.101485;	82 0.0930394 0.101575;	86 0.0930422 0.10157;	83 0.0930484 0.101561;	84 0.0930486 0.101561;	
195000;	89 0.0941839 0.100259;	84 0.0927509 0.101438;	84 0.0927512 0.101467;	82 0.0927603 0.101449;	82 0.0927605 0.101425;	86 0.0927781 0.101409;	83 0.0927856 0.10142;	
197500;	87 0.0916309 0.0990406;	90 0.0898385 0.1009;	92 0.0898424 0.100942;	89 0.0898493 0.100847;	92 0.0898965 0.101105;	91 0.0899005 0.100964;	89 0.0899084 0.10108;	
200000;	88 0.0901682 0.0983781;	88 0.0894912 0.100541;	84 0.0895115 0.0999373;	89 0.089515 0.0999636;	91 0.0895441 0.100561;	89 0.0895466 0.0999425;	86 0.0895595 0.0999686;	
202500;	88 0.0897455 0.0981653;	89 0.0886931 0.0987951;	96 0.088822 0.0990858;	90 0.0892066 0.099055;	91 0.0892216 0.100468;	91 0.0892227 0.099883;	88 0.0892302 0.0998306;	
205000;	94 0.0887388 0.0979037;	88 0.0883844 0.100519;	90 0.0884206 0.0995999;	90 0.0884672 0.0996014;	84 0.0885655 0.0988907;	88 0.088673 0.0995315;	84 0.0886931 0.0987951;	
207500;	90 0.0886487 0.097493;	91 0.0877297 0.0980485;	86 0.0877336 0.0980518;	90 0.087784 0.098054;	89 0.0877879 0.0980572;	92 0.087883 0.0979743;	88 0.0878861 0.0979775;	
210000;	90 0.0869182 0.0966671;	88 0.0867975 0.0976365;	84 0.0868262 0.0975828;	90 0.0869182 0.0966671;	89 0.0869428 0.0968028;	89 0.0870848 0.0979743;	87 0.087121 0.0969359;	
212500;	85 0.0868388 0.09627;	87 0.0866192 0.0971371;	87 0.0866221 0.0971385;	83 0.0866311 0.0971409;	87 0.086634 0.0971666;	81 0.0866342 0.0971501;	84 0.0866466 0.09718;	
215000;	88 0.0857802 0.0960805;	89 0.0851927 0.0981005;	87 0.0852064 0.0980807;	88 0.0852872 0.0981999;	87 0.0853008 0.0981801;	88 0.0853201 0.0977365;	90 0.0853534 0.0976969;	
217500;	91 0.0848014 0.0959082;	85 0.0841218 0.101526;	85 0.0841233 0.101641;	85 0.0841389 0.101701;	86 0.0841715 0.101817;	83 0.0841842 0.101279;	84 0.0841872 0.101443;	
220000;	91 0.0848014 0.0959082;	80 0.0841218 0.101526;	82 0.0841233 0.101641;	81 0.0841389 0.101701;	82 0.0841715 0.101817;	80 0.0841842 0.101279;	80 0.0841872 0.101443;	
222500;	91 0.0848014 0.0959082;	81 0.083959 0.100628;	81 0.0839611 0.10048;	82 0.0839903 0.100721;	82 0.0839919 0.100572;	80 0.0840265 0.100409;	82 0.0840604 0.100496;	
225000;	91 0.0848014 0.0959082;	78 0.083959 0.100628;	79 0.0839611 0.10048;	80 0.0839903 0.100721;	81 0.0839919 0.100572;	79 0.0840265 0.100409;	79 0.0840281 0.100269;	
227500;	91 0.0848014 0.0959082;	77 0.0837513 0.100863;	77 0.0837582 0.100745;	78 0.0837766 0.100826;	78 0.0837785 0.100945;	78 0.0837865 0.100959;	78 0.0838027 0.101084;	
230000;	91 0.0848014 0.0959082;	77 0.0837513 0.100863;	76 0.0837582 0.100745;	78 0.0837766 0.100826;	78 0.0837785 0.100945;	78 0.0837865 0.100959;	78 0.0838027 0.101084;	
232500;	91 0.0848014 0.0959082;	76 0.0837513 0.100863;	76 0.0837582 0.100745;	77 0.0837766 0.100826;	77 0.0837785 0.100945;	77 0.0837865 0.100959;	77 0.0838027 0.101084;	
235000;	91 0.0848014 0.0959082;	76 0.0837513 0.100863;	76 0.0837582 0.100745;	77 0.0837766 0.100826;	77 0.0837785 0.100945;	77 0.0837865 0.100959;	77 0.0838027 0.101084;	
237500;	91 0.0848014 0.0959082;	91 0.0848014 0.0959082;	99 0.16368 0.100959;	97 0.209115 0.100959;	102 0.211146 0.100959;	97 0.214575 0.100959;	96 0.218629 0.100959;	
240000;	91 0.0848014 0.0959082;	91 0.0848014 0.0959082;	97 0.130309 0.100959;	93 0.130324 0.100959;	92 0.131958 0.100959;	97 0.135641 0.100959;	92 0.136363 0.100959;	
242500;	91 0.0848014 0.0959082;	91 0.0848014 0.0959082;	92 0.084876 0.100959;	91 0.085453 0.100959;	92 0.0895253 0.100959;	91 0.0895477 0.100959;	92 0.0917677 0.100959;	
245000;	91 0.0848014 0.0959082;	90 0.0848014 0.0959082;	92 0.084876 0.100959;	90 0.085453 0.100959;	91 0.0856184 0.100959;	91 0.0856335 0.100959;	92 0.0858699 0.100959;	
247500;	91 0.0848014 0.0959082;	88 0.0848014 0.0959082;	92 0.084859 0.100959;	91 0.084876 0.100959;	91 0.0849006 0.100959;	89 0.084948 0.100959;	90 0.0850347 0.100959;	
250000;	91 0.0848014 0.0959082;	88 0.0844214 0.10027;	87 0.0844233 0.100239;	89 0.0844529 0.100566;	86 0.0844556 0.100534;	86 0.084729 0.0961138;	88 0.084754 0.0959497;	
Best: Len=91; Trn=0.0848014; Val=0.0959082; Tst=0.056639;

2500;	29 0.203168 0.205452;	30 0.202296 0.207014;	33 0.202642 0.206387;	38 0.202901 0.205717;	30 0.203039 0.205693;	29 0.203168 0.205452;	37 0.203205 0.80537;	
5000;	54 0.19097 0.189596;	56 0.175718 0.240258;	54 0.19097 0.189596;	48 0.191134 0.189702;	56 0.192445 0.202509;	56 0.193723 0.80537;	47 0.194288 0.211596;	
7500;	58 0.169007 0.177663;	48 0.154871 0.246198;	57 0.156078 0.236285;	56 0.156603 0.254809;	55 0.15717 0.235411;	59 0.157215 0.240205;	58 0.157675 0.335541;	
